 0.00000000e+00  0.00000000e+00 
 1.00000000e-10  5.28578917e-12 
 1.08400000e-10  5.75960170e-12 
 1.25200000e-10  6.77145864e-12 
 1.58800000e-10  9.23599673e-12 
 2.26000001e-10  1.64826974e-11 
 3.60400001e-10  4.46811972e-11 
 6.29200003e-10  1.91375056e-10 
 1.16680001e-09  1.12975653e-09 
 2.24200001e-09  7.85685863e-09 
 4.39240002e-09  5.88739486e-08 
 8.69320004e-09  4.56429767e-07 
 1.72948001e-08  3.59543446e-06 
 2.56857905e-08  1.14302804e-05 
 3.56857905e-08  3.02516664e-05 
 4.56857905e-08  6.29632941e-05 
 5.56857905e-08  1.13452100e-04 
 6.56857905e-08  1.85602563e-04 
 7.56857905e-08  2.83296708e-04 
 8.56857905e-08  4.10414097e-04 
 9.56857905e-08  5.70831839e-04 
 1.00000000e-07  6.51178067e-04 
 1.01000000e-07  6.71010057e-04 
 1.03000000e-07  7.11450870e-04 
 1.07000000e-07  7.96992890e-04 
 1.15000000e-07  9.86712618e-04 
 1.25000000e-07  1.25878871e-03 
 1.35000000e-07  1.56964982e-03 
 1.45000000e-07  1.91927136e-03 
 1.55000000e-07  2.30762875e-03 
 1.65000000e-07  2.73469739e-03 
 1.75000000e-07  3.20045268e-03 
 1.85000000e-07  3.70487001e-03 
 1.95000000e-07  4.24792476e-03 
 2.05000000e-07  4.82959231e-03 
 2.15000000e-07  5.44984805e-03 
 2.25000000e-07  6.10866733e-03 
 2.35000000e-07  6.80602552e-03 
 2.45000000e-07  7.54189799e-03 
 2.55000000e-07  8.31626007e-03 
 2.65000000e-07  9.12908712e-03 
 2.75000000e-07  9.98035448e-03 
 2.85000000e-07  1.08700375e-02 
 2.95000000e-07  1.17981115e-02 
 3.05000000e-07  1.27645517e-02 
 3.15000000e-07  1.37693336e-02 
 3.25000000e-07  1.48124325e-02 
 3.35000000e-07  1.58938235e-02 
 3.45000000e-07  1.70134821e-02 
 3.55000000e-07  1.81713835e-02 
 3.65000000e-07  1.93675031e-02 
 3.75000000e-07  2.06018161e-02 
 3.85000000e-07  2.18742977e-02 
 3.95000000e-07  2.31849233e-02 
 4.05000000e-07  2.45336682e-02 
 4.15000000e-07  2.59205076e-02 
 4.25000000e-07  2.73454167e-02 
 4.35000000e-07  2.88083708e-02 
 4.45000000e-07  3.03093452e-02 
 4.55000000e-07  3.18483151e-02 
 4.65000000e-07  3.34252558e-02 
 4.75000000e-07  3.50401424e-02 
 4.85000000e-07  3.66929502e-02 
 4.95000000e-07  3.83836545e-02 
 5.05000000e-07  4.01122303e-02 
 5.15000000e-07  4.18786531e-02 
 5.25000000e-07  4.36828979e-02 
 5.35000000e-07  4.55249399e-02 
 5.45000000e-07  4.74047544e-02 
 5.55000000e-07  4.93223166e-02 
 5.65000000e-07  5.12776015e-02 
 5.75000000e-07  5.32705845e-02 
 5.85000000e-07  5.53012407e-02 
 5.95000000e-07  5.73695453e-02 
 6.05000000e-07  5.94754733e-02 
 6.15000000e-07  6.16190001e-02 
 6.25000000e-07  6.38001006e-02 
 6.35000000e-07  6.60187502e-02 
 6.45000000e-07  6.82749239e-02 
 6.55000000e-07  7.05685969e-02 
 6.65000000e-07  7.28997443e-02 
 6.75000000e-07  7.52683412e-02 
 6.85000000e-07  7.76743628e-02 
 6.95000000e-07  8.01177842e-02 
 7.05000000e-07  8.25985805e-02 
 7.15000000e-07  8.51167268e-02 
 7.25000000e-07  8.76721982e-02 
 7.35000000e-07  9.02649699e-02 
 7.45000000e-07  9.28950169e-02 
 7.55000000e-07  9.55623142e-02 
 7.65000000e-07  9.82668371e-02 
 7.75000000e-07  1.01008561e-01 
 7.85000000e-07  1.03787460e-01 
 7.95000000e-07  1.06603510e-01 
 8.05000000e-07  1.09456685e-01 
 8.15000000e-07  1.12346962e-01 
 8.25000000e-07  1.15274314e-01 
 8.35000000e-07  1.18238718e-01 
 8.45000000e-07  1.21240147e-01 
 8.55000000e-07  1.24278577e-01 
 8.65000000e-07  1.27353984e-01 
 8.75000000e-07  1.30466342e-01 
 8.85000000e-07  1.33615626e-01 
 8.95000000e-07  1.36801811e-01 
 9.05000000e-07  1.40024872e-01 
 9.15000000e-07  1.43284785e-01 
 9.25000000e-07  1.46581524e-01 
 9.35000000e-07  1.49915064e-01 
 9.45000000e-07  1.53285380e-01 
 9.55000000e-07  1.56692448e-01 
 9.65000000e-07  1.60136242e-01 
 9.75000000e-07  1.63616737e-01 
 9.85000000e-07  1.67133908e-01 
 9.95000000e-07  1.70687731e-01 
 1.00500000e-06  1.74278180e-01 
 1.01500000e-06  1.77905230e-01 
 1.02500000e-06  1.81568856e-01 
 1.03500000e-06  1.85269033e-01 
 1.04500000e-06  1.89005737e-01 
 1.05500000e-06  1.92778941e-01 
 1.06500000e-06  1.96588621e-01 
 1.07500000e-06  2.00434753e-01 
 1.08500000e-06  2.04317310e-01 
 1.09500000e-06  2.08236268e-01 
 1.10500000e-06  2.12191601e-01 
 1.11500000e-06  2.16183285e-01 
 1.12500000e-06  2.20211295e-01 
 1.13500000e-06  2.24275606e-01 
 1.14500000e-06  2.28376192e-01 
 1.15500000e-06  2.32513028e-01 
 1.16500000e-06  2.36686089e-01 
 1.17500000e-06  2.40895351e-01 
 1.18500000e-06  2.45140788e-01 
 1.19500000e-06  2.49422374e-01 
 1.20500000e-06  2.53740086e-01 
 1.21500000e-06  2.58093897e-01 
 1.22500000e-06  2.62483783e-01 
 1.23500000e-06  2.66909718e-01 
 1.24500000e-06  2.71371678e-01 
 1.25500000e-06  2.75869637e-01 
 1.26500000e-06  2.80403570e-01 
 1.27500000e-06  2.84973452e-01 
 1.28500000e-06  2.89579258e-01 
 1.29500000e-06  2.94220963e-01 
 1.30500000e-06  2.98898541e-01 
 1.31500000e-06  3.03611968e-01 
 1.32500000e-06  3.08361218e-01 
 1.33500000e-06  3.13146266e-01 
 1.34500000e-06  3.17967087e-01 
 1.35500000e-06  3.22823656e-01 
 1.36500000e-06  3.27715947e-01 
 1.37500000e-06  3.32643936e-01 
 1.38500000e-06  3.37607597e-01 
 1.39500000e-06  3.42606905e-01 
 1.40500000e-06  3.47641835e-01 
 1.41500000e-06  3.52712362e-01 
 1.42500000e-06  3.57818460e-01 
 1.43500000e-06  3.62960105e-01 
 1.44500000e-06  3.68137271e-01 
 1.45500000e-06  3.73349933e-01 
 1.46500000e-06  3.78598065e-01 
 1.47500000e-06  3.83881643e-01 
 1.48500000e-06  3.89200641e-01 
 1.49500000e-06  3.94555034e-01 
 1.50500000e-06  3.99944797e-01 
 1.51500000e-06  4.05369905e-01 
 1.52500000e-06  4.10830332e-01 
 1.53500000e-06  4.16326054e-01 
 1.54500000e-06  4.21857044e-01 
